anon_execute,arguments,authenticated_execute,definition_hash,name,returns,security_definer,service_execute,status
False,p_payout_id uuid,True,fcb0be8604a5ad5b4c6fa0f86cd05974,fn_bbj_hand_detail,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_pool_id uuid, p_days integer",True,61f6e6ce9625df16b21882abeb12a12e,fn_bbj_my_contribution,"TABLE(attributed_chips numeric, hands_contributed bigint, days_covered integer)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_pool_id uuid,True,cbaccc1e155abb94d44e956185f7c296,fn_bbj_pool_facts,"TABLE(hands_contributed bigint, total_contributed numeric, first_contribution_at timestamp with time zone)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,1be385b96ed68efa961f65013224fc80,fn_bbj_pool_for_club,"TABLE(pool_id uuid, main_balance numeric, backup_balance numeric, promo_balance numeric, is_union_pool boolean, union_id uuid)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_pool_id uuid, p_amount numeric, p_reason text",False,ecce8ae7e6905f4ab2427167c989b544,fn_bbj_promo_rain,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_pool_id uuid, p_limit integer, p_before timestamp with time zone, p_before_id uuid",True,b2e5dfc83b8a4b66b82510052b8a3e9c,fn_bbj_recent_hits,"TABLE(payout_id uuid, awarded_at timestamp with time zone, hand_number bigint, total_payout numeric, bad_beat_user_id uuid, bad_beat_player_number text, bad_beat_avatar_url text, bad_beat_name text, bad_beat_hand text, bad_beat_amount numeric, bad_beat_cards jsonb, hand_winner_name text, hand_winner_hand text, hand_winner_amount numeric, hand_winner_cards jsonb, board jsonb, game_variant text, small_blind numeric, big_blind numeric, table_player_count integer, recipients jsonb, total_hits integer, kind text)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_since_hours integer, p_limit integer",False,b32b9405f3504c6b1a55cb264de0db3f,fn_bbj_repair_unbanked,"TABLE(hand_id uuid, table_id uuid, club_id uuid, pool_id uuid, amount numeric)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_launch_id uuid, p_started_at timestamp with time zone",False,3214b4fe0037e6b08963dd8676d593a8,fn_begin_tournament_launch_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_launch_id uuid, p_started_at timestamp with time zone, p_lease_generation uuid",False,80e5567b44bf2711979444432ce4e979,fn_begin_tournament_launch_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_obligation_id uuid,False,9acb7d17d2e0545684310b52434f2d18,fn_bounty_obligation_has_complete_marker,boolean,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_day date, p_rows jsonb",False,96980e137acf048af1772b09f5c2f028,fn_brain_telemetry_add,integer,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_challenge_type text, p_amount numeric",True,d48038c354cce4bb7c2357a7b21e80b2,fn_bump_friend_challenge_progress,void,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,5b86542b4686a504209767ac9a70e1e8,fn_ca_agent_payables,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_entity_type text, p_entity_id uuid, p_asof timestamp with time zone",True,c491fa6a53e967e1bde3b9163b916380,fn_ca_balance_asof_admin,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_user_id uuid, p_reason text, p_expires_at timestamp with time zone",True,2a4d8fbf663f654674f68aef59ebf89a,fn_ca_ban_club_player,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_scope text, p_club_id uuid, p_before timestamp with time zone, p_limit integer",True,8e3c59ba71af74570be7daf1c99855b1,fn_ca_chip_statement,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_status text, p_limit integer",True,154138c3806ab77a649055f7494d9879,fn_ca_club_hand_flags,"TABLE(id uuid, hand_id uuid, hand_number bigint, table_id uuid, table_name text, flagged_by uuid, note text, status text, operator_note text, reviewed_by uuid, reviewed_at timestamp with time zone, created_at timestamp with time zone, updated_at timestamp with time zone)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_table_id uuid, p_hand_number bigint, p_stacks jsonb, p_rake numeric, p_bbj numeric, p_ref text, p_inflow numeric, p_hand_row jsonb, p_units jsonb",False,b0599ac041b35cbf7e340ad2c5ed1265,fn_ca_commit_hand_settlement,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_table_id uuid, p_hand_number bigint, p_stacks jsonb, p_rake numeric, p_bbj numeric, p_ref text, p_inflow numeric, p_hand_row jsonb, p_units jsonb, p_instance_id text, p_lease_generation uuid",False,42cd051b5f7014da40a80590deebd4fa,fn_ca_commit_hand_settlement,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_table_id uuid, p_hand_number bigint, p_stacks jsonb, p_rake numeric, p_bbj numeric, p_ref text, p_inflow numeric, p_hand_row jsonb, p_units jsonb, p_instance_id text, p_lease_generation uuid, p_post_commit_obligations jsonb",False,daee7238cf3ed6d1e3cf82276f135365,fn_ca_commit_hand_settlement,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_slot integer, p_request_id uuid, p_user_id uuid",True,99660a48d2a6d3cfa4e5b2a68dda725b,fn_ca_daily_bonus_claim,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,,True,b7419db6eb2fb903414b98fd3e1b12e1,fn_ca_daily_bonus_status,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_player_a uuid, p_player_b uuid, p_note text",True,795915341134a8e94e25af25aa1ec24a,fn_ca_dismiss_collusion_pair,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,,True,897263bb266bd7cee1fcd5e4fc60d394,fn_ca_drift_metrics,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_hand_id uuid, p_note text",True,65591340f9c1baacf522a90391da3726,fn_ca_flag_hand,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,False,305a6ebb95d3eb4981afc40130f9ee43,fn_ca_fleet_policy_effective,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_rows jsonb,False,0cdb26a288d0d570f184de7f97747e1a,fn_ca_fleet_seat_touch,integer,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_rows jsonb, p_beat jsonb",False,a9949cbfaba3ab6f13c660c1d81561ea,fn_ca_fleet_state_upsert,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,,True,0db0b5d0a7be50219e9b0d75004cffa3,fn_ca_gate_panel,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_incident_id uuid, p_action text, p_note text, p_assignee uuid, p_root_cause text, p_correction_ref text",True,1017987e76a8327b7d379d795a317401,fn_ca_incident_action,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_status text, p_limit integer",True,bc12882b4aaa9c4a96e1192de6a92d48,fn_ca_incident_dashboard,SETOF jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_row jsonb, p_units jsonb",False,e7f05bb7d61360be7424c5f429066047,fn_ca_insert_hand_with_awards,uuid,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_hand_number bigint, p_reason text",True,5730804b7bd990a728b93cf602480273,fn_ca_operator_read_hand,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_hand_id uuid,False,7180d0900beec4fe6441d16fc24bcb18,fn_ca_process_hand_post_commit_obligations,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_flag_id uuid, p_status text, p_operator_note text",True,93f1fd267ebb221cf7227f2dfe7e33c4,fn_ca_resolve_hand_flag,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_table_id uuid, p_max_buy_in numeric, p_instance_id text, p_lease_generation uuid",False,276314a02cecc35607cde1afdc2fdf21,fn_ca_resolve_unbound_pending_addons,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_reason text",False,a932ec8f2f18d186499f4118e2f582b4,fn_ca_retire_certification_club,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_table_id uuid, p_hand_number bigint, p_stacks jsonb, p_rake numeric, p_bbj numeric, p_ref text, p_inflow numeric",False,f0238de7ab2bf55049ff3c64f2699fd3,fn_ca_settle_hand_stacks_absolute,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,,True,cc4eee86012ccbaa918b22bc43c62f86,fn_can_i_create_a_union,boolean,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,,True,da88ca2adf1d421b940726e6fdfeb7f0,fn_can_i_operate_the_union_network,boolean,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,9b11ff580674ff373fef8eaa8fe92a30,fn_cancel_club_join_request,boolean,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_schedule_id uuid,True,4e768ad16a533c8baa43655a624518dd,fn_cancel_managed_game_schedule,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_days integer,True,6245e646803f9b216cd75a70f0064693,fn_card_slide_adoption,"TABLE(days integer, users_with_setting_on bigint, users_with_setting_off bigint, active_users bigint, peels_started bigint, peels_committed bigint, peels_abandoned bigint, keyboard_opens bigint, commit_rate numeric)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_table_id uuid,True,fb76cf07e7eed10bfad0038e985c9670,fn_cash_effective_buyin,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_template text, p_variant text, p_sb numeric, p_bb numeric, p_handedness integer, p_overrides jsonb, p_name text, p_must_move boolean",True,fec049e3a50544b66d88dab7ff535ae2,fn_cash_game_create,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_variant text, p_sb numeric, p_bb numeric, p_template text, p_handedness integer",False,f553b20efa659b04f76bd95459c7824e,fn_cash_game_ensure,uuid,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_game_id uuid,True,143ffc9c299a458320a25151347f0d85,fn_cash_game_join,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_game_id uuid,True,c150fc786cad741ea1b303c32c6e9224,fn_cash_game_lobby,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_game_id uuid,True,38edd605671d5335de9aa11722b0a8c9,fn_cash_seat_change_cancel,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_game_id uuid, p_to_table_id uuid, p_user_id uuid",True,7e1cac053ec2bc4f8901d01bde71a4fd,fn_cash_seat_change_request,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_move_ids uuid[],False,909862d27f8982bc9db2188413cd0d95,fn_cash_seat_move_announce,integer,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_move_id uuid,False,ad94c117d61c6fd5be76e8868aa1834a,fn_cash_seat_move_execute,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_table_id uuid,False,5cfaf1108cf6ddc5167ba1ee687546f7,fn_cash_seat_moves_pending,"TABLE(move_id uuid, player_id uuid, to_table_id uuid, to_table_name text, to_role text, to_main_index integer, reason text, announced_at timestamp with time zone, swap_move_id uuid, ready_at timestamp with time zone)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_table_id uuid, p_entries jsonb",False,63c48e5d33b963562295d32e6fbee380,fn_cash_session_evaluate,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
True,"p_template text, p_variant text",True,f8616b0433f0420032a6233879876c79,fn_cash_template_defaults,jsonb,False,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_table_id uuid,True,cf647b3bb62d26770f900ee375a9d2b0,fn_cash_vpip_status,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_kind text, p_items jsonb, p_batch_id uuid",True,0252faecc9c3e8dd506ccd00061243cb,fn_cashier_batch_transfer,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_cashout_id uuid, p_note text, p_op_id uuid",True,702ceb8322f4018595cacb5b140bc29e,fn_cashout_approve,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_status text",True,a9e4ff8df86c6c83001000130e6b3827,fn_cashout_queue,"TABLE(id uuid, club_id uuid, player_id uuid, player_name text, player_avatar text, agent_id uuid, amount numeric, status text, player_note text, agent_note text, created_at timestamp with time zone)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_cashout_id uuid, p_note text, p_op_id uuid",True,b916271ddbb494851520e5ac237fc37b,fn_cashout_release,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_amount numeric, p_note text, p_op_id uuid",True,b6e9e3bbf4d87df47d5d984f0893f127,fn_cashout_request,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_tournament_id uuid,True,e0eb0c77372307330737627ed8dc7ff7,fn_cast_tournament_deal_vote,jsonb,True,False,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_limit integer,False,822f48cdf3b5509b65bf5a971a7cbbfd,fn_charge_place_overpays,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_user_id uuid,True,fa22d7de562f987dac3dd811d60245f0,fn_check_level_advancement,void,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_expected_ownership_token uuid, p_new_ownership_token uuid, p_declared_by text",False,8eefdef7228011bf738603eb5283ca50,fn_claim_engine_maintenance_break,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,76c98ecdbf6d1d4e376ecad09f281846,fn_claim_rakeback,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_milestone integer,True,e112e75846be55a6930a38d228587c8c,fn_claim_referral_milestone,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_eliminated_user_id uuid, p_position integer, p_prize numeric, p_table_id uuid, p_hand_id uuid, p_hand_number bigint, p_seat_joined_at timestamp with time zone, p_knocker_user_id uuid, p_claimants jsonb, p_bubble_refund numeric, p_allow_existing_eliminated boolean",False,3b759caa94f1023ca2d90daea8cd38da,fn_claim_tournament_bounty_elimination,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_phase text, p_announced_at timestamp with time zone, p_break_started_at timestamp with time zone, p_break_ends_at timestamp with time zone, p_reason text, p_ownership_token uuid",False,d7e1ada238701f62581850a5ee82d1e0,fn_clear_engine_maintenance_break,boolean,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_table_id uuid, p_lease_generation uuid",False,1bf153a3aab60ae782d91b797588918f,fn_close_empty_tournament_table,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_source text",False,385d1b85fd08702be6c9bd046c2a7e76,fn_close_tournament_addon_period,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_source text",False,1e98d741b83ac1f38891cd36b64d84a4,fn_close_tournament_entry_window,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_status text, p_limit integer",True,87ba91ae704dfd57a44439e9f9af7694,fn_club_anti_cheat_flags,"TABLE(id uuid, player_id uuid, club_id uuid, table_id uuid, flag_type text, reason text, severity text, status text, reviewed_by uuid, reviewed_at timestamp with time zone, review_notes text, flagged_at timestamp with time zone, created_at timestamp with time zone)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_from_user_id uuid, p_amount numeric, p_source text, p_reason text, p_op_id uuid",True,4d2ba4ac0c8ca22ad025dbe6ca3895a4,fn_club_bank_claim_back,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_limit integer, p_offset integer, p_types text[]",True,7657cfba6f83b5c651a4ab48e990ba37,fn_club_bank_ledger,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_transaction_id uuid, p_reason text, p_op_id uuid",True,3b28e5835269b4dbab613a88fa1cb6a2,fn_club_bank_reverse,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_to_user_id uuid, p_amount numeric, p_destination text, p_reason text, p_op_id uuid",True,162eba07a4e75f16ae21e5ca809ee595,fn_club_bank_send,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_days integer",True,a37016388c8957533a8a7f1e0b610065,fn_club_bomb_pot_report,"TABLE(table_id uuid, table_name text, trigger_reason text, board_count integer, variant text, hands bigint, avg_players numeric, avg_pot numeric, total_pot numeric, total_rake numeric, total_antes numeric, scoops bigint, splits bigint, unrecorded_hands bigint)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,3e5b488d7884223ed4b90dcacadfee72,fn_club_cashier_members,"TABLE(user_id uuid, role text, role_rank integer, depth integer, chip_balance numeric, name text, username text, player_number text, avatar_url text)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_after_role_rank integer, p_after_user_id uuid, p_limit integer",True,69233cd46670fbc2989173f6ba9f4328,fn_club_cashier_members_page_v3,"TABLE(user_id uuid, role text, role_rank integer, depth integer, chip_balance numeric, name text, username text, player_number text, avatar_url text, is_horse boolean)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_metric text, p_start_date date, p_end_date date, p_limit integer, p_offset integer",True,b0efe3c4e9f3f7aac7c6cf9a6985ea6c,fn_club_leaderboard_by_dates,"TABLE(user_id uuid, hands_played numeric, total_winnings numeric, total_losses numeric, tournaments_won numeric, total_rake numeric, sum_big_blind numeric, rank_change integer, qualified boolean, rank integer, total_ranked integer, baseline_date date)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
True,"p_club_id uuid, p_metric text, p_period text, p_limit integer, p_offset integer",True,b44ad44876dbf9bb20b85193ae794013,fn_club_leaderboard_period_v2,"TABLE(user_id uuid, hands_played numeric, total_winnings numeric, total_losses numeric, tournaments_won numeric, total_rake numeric, sum_big_blind numeric, rank_change integer, qualified boolean, rank integer, total_ranked integer, baseline_date date)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,853d0e0e353440c2919c6c3419d61c66,fn_club_member_counts,"TABLE(total bigint, active bigint, pending bigint)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,1374b5a7a5759e631a8f3ebda5199c91,fn_club_money_panel,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
True,p_name text,True,6b816e1a0fa1bc563fdb8443deade1bd,fn_club_name_available,boolean,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,5fdb65f0b509312e8f63ec00e9f3c34b,fn_club_retirement_impact,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,be6fa7f8c21cddebf68d4e23099b977f,fn_club_scope_ids,uuid[],True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_user_id uuid, p_role text, p_actor_user_id uuid, p_commission_rate numeric, p_player_rakeback_rate numeric, p_is_prepaid boolean, p_credit_limit numeric",True,59e8df8dc16220b5bad8e5f2437241e7,fn_club_set_member_role,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
True,"p_club_id uuid, p_limit integer, p_offset integer",True,627eccb4daed89a26feeda113eab0118,fn_club_tournament_stats,"TABLE(""userId"" uuid, username text, avatar text, ""tournamentsPlayed"" integer, wins integer, ""finalTables"" integer, ""itmFinishes"" integer, ""totalPrizes"" numeric, roi numeric, ""biggestWin"" numeric)",False,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_limit integer, p_offset integer",True,88bc8f812b845ad44e5ec1d9ea13d5bf,fn_club_trade_ledger,"TABLE(id uuid, created_at timestamp with time zone, transaction_type text, amount numeric, from_user_id uuid, to_user_id uuid, notes text, metadata jsonb, from_name text, to_name text)",True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_eliminated_user_id uuid, p_collector_user_id uuid, p_claimants jsonb",False,c87a951a73f671bcf0a9831b6f00360f,fn_collect_bounty,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,,True,563fccf92dabe991b929686d0b955c16,fn_community_overview,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_query text, p_scope text, p_limit integer",True,7354f0e9a4912d3acfca1248fceb484f,fn_community_search,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_tournament_id uuid,False,39d15a8290a7ce752b39917bc3335ceb,fn_complete_tournament_entry_reprice,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_launch_id uuid",False,554c10597600a0408c5698039f1aa046,fn_complete_tournament_launch_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_launch_id uuid, p_lease_generation uuid",False,089328dfdae64c78cb2f7976a3a02b83,fn_complete_tournament_launch_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_user_id uuid, p_feature text",True,98ca626be7f967b34f58119edc972c7a,fn_consume_feature_use,void,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_user_id uuid, p_request_id uuid",False,f1867f07c5298fd29d041c795fad1f68,fn_consume_rabbit_hunt_v2,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_user_id uuid, p_seconds integer",False,837df0323b6cc81c933a1104d2064d6e,fn_consume_time_bank,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_user_id uuid, p_club_id uuid, p_role text, p_parent_agent_id uuid, p_commission_rate numeric, p_player_rakeback_rate numeric, p_credit_limit numeric, p_is_prepaid boolean",True,187ba10367041b03c9b1a815f158f1f0,fn_create_agent,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_request_id uuid, p_name text, p_description text, p_color_theme text, p_is_public boolean, p_requires_approval boolean, p_logo_url text",True,a48b60521c9c4eeaf3f2dbe014c86fb4,fn_create_club_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_config jsonb",False,92cbf5680d78bdbaa4309412b3d19dfd,fn_create_seat_first_game_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_club_id uuid, p_config jsonb",True,6d4ba3ccc89f53cf615cfe6c185e43b2,fn_create_tournament,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_items jsonb,False,0649a58a4a82bcc1f4835abf63093b43,fn_credit_agent_commissions_batch,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
True,,True,e3088cec64996b5283ace84ca975719e,fn_db_now,timestamp with time zone,False,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_user_id uuid",True,54f45a527355428efbe7739dab2973cf,fn_decline_tournament_rebuy,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_schedule_id uuid,True,4b4ab259ee482474320eb6a9c42b2fab,fn_delete_tournament_schedule,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_since_days integer,False,8d5ff5a913a78e4e7677023ad7089fdb,fn_detect_results_without_a_hand,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
True,"p_search text, p_limit integer, p_offset integer",True,178f26b443b67b158fdd36286a1f6d23,fn_discover_clubs,"TABLE(id uuid, name text, description text, avatar_url text, member_count integer, online_count integer, game_types text[], is_public boolean, created_at timestamp with time zone)",False,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_club_id uuid,True,d914ae9e0e6dad06d1d043df3bf23a2a,fn_dismiss_club_message,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_dispute_id uuid, p_note text",True,5b873bd9d3f55597bae19a0075a9bc8f,fn_dispute_escalate,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_dispute_id uuid,True,b8b36f4a2cb2d1d71ea325a27230c7ea,fn_dispute_start_review,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_user_id uuid, p_position integer, p_prize numeric, p_bubble_refund numeric",False,934a34e0faeaa1b54939efb36fde8e9d,fn_eliminate_tournament_player_atomic,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_reserved_entries integer",False,231f56742d40351b5121622ef068d02c,fn_ensure_late_registration_capacity,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_command_id uuid, p_kind text, p_game_id uuid, p_action text, p_expected_version integer, p_payload jsonb",True,595ccafe25ad94a22104512d657185a0,fn_execute_managed_game_command,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_union_id uuid, p_period_start timestamp with time zone, p_period_end timestamp with time zone",True,de06da455424cbd5c38d6934a2dfca60,fn_execute_union_rakeback,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,p_ttl_hours integer,False,431fdd4e1570acf76f6c5199982be1c3,fn_expire_stale_cashouts,integer,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
False,"p_tournament_id uuid, p_winner_user_id uuid",False,82c1b781346562a0d139db4e83b2c82e,fn_finalize_bounty_pool,jsonb,True,True,Signature/Hash/Grants Observed; Body And Caller Contract Need Individual Review
