file,line,path,element,status,file_kind,suggested_phases
src/App.tsx,1701,settlement-dashboard,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Settlement Dashboard"">
                        <SettlementDashboardPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1711,agent-portal,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Agent Portal"">
                        <AgentPortalPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1721,rakeback-dashboard,"{<Navigate to=""/rakeback"" replace />}","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1730,credit-admin,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Credit Admin"">
                        <CreditAdminPanel />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1740,settlement-history,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Settlement History"">
                        <SettlementHistoryPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1750,flash-pool,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Flash Pool"">
                        <FlashPoolPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1760,session-history,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Session History"">
                        <SessionHistoryPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1772,bonuses,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Daily Bonus"">
                        <DailyBonusPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1782,waitlist,"{<Navigate to=""/"" replace />}","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1792,clubs/:clubId/blacklist,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Blacklist Manager"">
                          <BlacklistManagerPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1804,clubs/:clubId/rules,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Club Rules"">
                          <ClubRulesPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1816,notification-center,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Notification Center"">
                        <NotificationCenter />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1826,clubs-list,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Clubs List"">
                        <ClubsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1838,anti-cheat,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Anti-Cheat"">
                        <LegacyClubToolRedirect destination=""anti-cheat"" toolName=""Anti-Cheat"" />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1852,clubs/:clubId/anti-cheat,"{
                    <AuthGuard>
                      <ClubMemberGuard>
                        <PageErrorBoundary pageName=""Anti-Cheat"">
                          <AntiCheatPage />
                        </PageErrorBoundary>
                      </ClubMemberGuard>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1864,xmtt,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""XMTT"">
                        <XMTTPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1874,union-dashboard,"{<Navigate to=""/unions"" replace />}","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1883,marketplace,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Marketplace"">
                        <MarketplacePage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1893,unions/:unionId/games,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Union Games"">
                        <UnionGamesPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1903,union-games,"{<Navigate to=""/unions"" replace />}","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1913,dev/bus,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Bus DevTools"">
                        <BusDevToolsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1923,dev/club-ui,"{
                    clubButtonsPreviewEnabled ? (
                      <PageErrorBoundary pageName=""Club Wallet Preview"">
                        <ClubWalletPreviewPage />
                      </PageErrorBoundary>
                    ) : (
                      <AuthGuard>
                        <PageErrorBoundary pageName=""ClubButtons UI Laboratory"">
                          <ClubButtonsShowcasePage />
                        </PageErrorBoundary>
                      </AuthGuard>
                    )
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1939,dev/game-cards,"{
                    clubButtonsPreviewEnabled ? (
                      <PageErrorBoundary pageName=""Arena Game Card Preview"">
                        <ArenaGameCardsShowcasePage />
                      </PageErrorBoundary>
                    ) : (
                      <AuthGuard>
                        <PageErrorBoundary pageName=""Arena Game Card Laboratory"">
                          <ArenaGameCardsShowcasePage />
                        </PageErrorBoundary>
                      </AuthGuard>
                    )
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1957,health,"{
                    <PageErrorBoundary pageName=""HealthCheck"">
                      <HealthCheckPage />
                    </PageErrorBoundary>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1967,legal,"{
                    <PageErrorBoundary pageName=""Legal Center"">
                      <LegalWorkspacePage />
                    </PageErrorBoundary>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1975,legal/tos,"{
                    <PageErrorBoundary pageName=""TermsOfService"">
                      <TermsOfServicePage />
                    </PageErrorBoundary>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1983,legal/promotions,"{
                    <PageErrorBoundary pageName=""ClubPromotionRules"">
                      <ClubPromotionRulesPage />
                    </PageErrorBoundary>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1991,legal/fair-gaming,"{
                    <PageErrorBoundary pageName=""FairGaming"">
                      <FairGamingPage />
                    </PageErrorBoundary>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,1999,legal/privacy,"{
                    <PageErrorBoundary pageName=""PrivacyPolicy"">
                      <PrivacyPolicyPage />
                    </PageErrorBoundary>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,2009,house-ads,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""House Ads"">
                        <HouseAdsPage />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,2019,engine,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Engine Dashboard"">
                        <EngineDashboard />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,2029,analytics,"{
                    <AuthGuard>
                      <PageErrorBoundary pageName=""Analytics Dashboard"">
                        <AnalyticsDashboard />
                      </PageErrorBoundary>
                    </AuthGuard>
                  }","Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
src/App.tsx,2041,*,{<NotFoundPage />},"Requires Reachability, Scope And Interaction Verification",runtime-or-tooling-source,12
tests/cashier-club-load-order.test.tsx,134,/clubs/:clubId/cashier,"{
              <>
                <CashierTradePage />
                <LocationProbe />
              </>
            }","Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,143,*,{<LocationProbe />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,236,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,326,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,412,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,481,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,541,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,649,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,734,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,826,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/cashier-club-load-order.test.tsx,911,/clubs/:clubId/cashier,{<CashierTradePage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,4;10;12
tests/components/club-operations-page.test.tsx,160,/clubs/:clubId/operations,{<ClubOperationsPage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/components/club-operations-surfaces.test.tsx,170,*,{<ClubOperationsRail />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/components/club-operations-surfaces.test.tsx,216,{`/clubs/:clubId/${kind}`},{<Page />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/union-dashboard-route-race.test.tsx,134,/unions/:unionId/operations,{<UnionDashboardPage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/union-dashboard-route-race.test.tsx,157,/unions/:unionId/operations,{<UnionDashboardPage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/union-dashboard-route-race.test.tsx,186,/unions/:unionId/operations,{<UnionDashboardPage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/union-dashboard-route-race.test.tsx,203,/unions/:unionId/operations,{<UnionDashboardPage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/union-dashboard-route-race.test.tsx,220,/unions/:unionId/operations,{<UnionDashboardPage />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,69,/clubs/:clubId/finance,"{
              <ClubCapabilityGuard>
                <div>finance surface</div>
              </ClubCapabilityGuard>
            }","Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,98,/clubs/:clubId/finance,"{
              <ClubCapabilityGuard>
                <div>finance surface</div>
              </ClubCapabilityGuard>
            }","Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,126,/clubs/:clubId/finance,"{
              <ClubCapabilityGuard>
                <div>finance surface</div>
              </ClubCapabilityGuard>
            }","Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,191,/clubs/:clubId/finance,"{
              <ClubMemberGuard>
                <div>Finance</div>
              </ClubMemberGuard>
            }","Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,199,/invite/:clubId,{<div>Invite Route</div>},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,219,/clubs/:clubId,"{
              <ClubMemberGuard>
                <div>Club</div>
              </ClubMemberGuard>
            }","Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/clubWorkspaceGuards.test.tsx,227,/invite/:clubId,{<div>Invite Route</div>},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
tests/unit/tableManagementBoardBuckets.test.tsx,169,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/tableManagementHealthIsNotAssumed.test.tsx,127,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/tableManagementHealthIsNotAssumed.test.tsx,217,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/tableManagementRefreshStorm.test.tsx,160,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/tableManagementRefreshStorm.test.tsx,182,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/theTotalCountsWhatTheBoardCanReach.test.tsx,132,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/theTotalCountsWhatTheBoardCanReach.test.tsx,241,/clubs/:clubId/table-management,"{<GameManagementPage scope=""club"" />}","Requires Reachability, Scope And Interaction Verification",test-or-fixture,12
tests/unit/useUnionRouteId.test.tsx,59,/unions/:unionId,{<Harness />},"Requires Reachability, Scope And Interaction Verification",test-or-fixture,10;12
