file,line,tag,handlers,label,file_kind,status,suggested_phases
src/components/club/CreateTournamentModal.tsx,1585,select,"onChange={(e) =>
                            setMysteryActivation(e.target.value as typeof mysteryActivation)
                          }",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1609,input,onChange={(e) => setMysteryActivationValue(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1629,input,onChange={(e) => setMysteryPoolPercent(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1716,input,,type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1734,input,,type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1752,input,onChange={(e) => setAddOnAvailable(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1770,input,onChange={(e) => setRebuyCost(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1786,input,onChange={(e) => setRebuyChips(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1814,input,onChange={(e) => setAddOnCost(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1830,input,onChange={(e) => setAddOnChips(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1861,input,onChange={(e) => setIsMultiDay(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1875,input,onChange={(e) => setTotalDays(e.target.value)},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1898,input,onChange={(e) => setGenerateSatellites(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1912,input,onChange={(e) => setGenSatCount(digitsOnly(e.target.value))},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1924,input,onChange={(e) => setGenSatBuyIn(digitsOnly(e.target.value))},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1936,input,onChange={(e) => setGenSatSeats(digitsOnly(e.target.value))},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1964,button,onClick={() => setShowAdvanced((v) => !v)},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,1977,input,onChange={(e) => setShortDescription(e.target.value)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2005,input,onChange={(e) => setter(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2027,input,onChange={(e) => setActionTimeSeconds(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2043,input,onChange={(e) => setTableSize(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2062,input,onChange={(e) => setEarlyBirdEnabled(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2076,input,onChange={(e) => setEarlyBirdChips(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2097,input,onChange={(e) => setRestartEvery(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2117,input,onChange={(e) => setMaxRebuysStr(digitsOnly(e.target.value))},type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2140,input,"onChange={(e) => {
                      setRepeatsWeekly(e.target.checked);
                      if (e.target.checked) {
                        setScheduleEnabled(false);
                        setScheduleCadence('weekly');
                        setSchedule((current) => ({
                          ...current,
                          mode: 'times',
                          ...weeklySlotFromStart(),
                        }));
                      }
                    }}",type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2167,input,"onChange={(e) => {
                        setScheduleEnabled(e.target.checked);
                        if (e.target.checked) setStartTimeMode('schedule_only');
                        else if (startTimeMode === 'schedule_only') setStartTimeMode('now');
                      }}",type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2188,button,"onClick={() => {
                          setScheduleCadence(cadence);
                          if (cadence !== 'weekly')
                            setSchedule((current) => ({
                              ...current,
                              daysOfWeek: [0, 1, 2, 3, 4, 5, 6],
                            }));
                        }}",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2212,input,"onChange={(event) =>
                          setScheduleDayOfMonth(
                            Math.min(31, Math.max(1, Number(event.target.value) || 1))
                          )
                        }",type=number,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2225,WeeklyScheduleEditor,onChange={setSchedule},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2261,button,onClick={onClose},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/CreateTournamentModal.tsx,2264,button,,type=submit,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/GameCreationActions.tsx,67,button,onClick={() => (onNavigate || navigate)(`${managementPath}?create=${action.target}`)},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/JackpotHistory.tsx,66,div,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;5;9;10;11
src/components/club/JackpotHistory.tsx,67,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;5;9;10;11
src/components/club/JackpotHistory.tsx,74,button,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;5;9;10;11
src/components/club/JackpotHistory.tsx,120,button,onClick={() => onReplay(hit.id)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;5;9;10;11
src/components/club/MemberList.tsx,105,button,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,112,input,onChange={(e) => setSearchQuery(e.target.value)},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,119,select,onChange={(e) => setRoleFilter(e.target.value as MemberRole | 'all')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,156,div,onClick={() => navigate(`/profile/${member.id}`)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,163,img,"onError={(e) => {
                          (e.target as HTMLImageElement).src = generateDefaultAvatar();
                        }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,208,button,onClick={() => onSendChips(member.id)},title=Send Chips; aria-label=Send Chips,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,216,button,onClick={() => onPromote(member.id)},title=Promote; aria-label=Promote,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,222,button,onClick={() => onKick(member.id)},title=Kick; aria-label=Kick,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/MemberList.tsx,228,button,onClick={() => onBan(member.id)},title=Ban; aria-label=Ban,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/RakeSnapshotPanel.tsx,839,button,onClick={() => setScope(s)},type=button; title={SCOPE_COPY[s].note},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,852,button,onClick={exportSnapshot},type=button; title=Export This Snapshot As CSV,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,867,button,"onClick={() => {
                if (p.key === 'custom' && period !== 'custom') setCustom(range);
                setPeriod(p.key);
              }}",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,886,input,"onChange={(e) => setCustom((c) => ({ ...c, start: e.target.value }))}",type=date,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,898,input,"onChange={(e) => setCustom((c) => ({ ...c, end: e.target.value }))}",type=date,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1052,input,onChange={(e) => setSearch(e.target.value)},type=search,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1061,button,onClick={() => setSearch('')},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1067,select,onChange={(e) => setSort(e.target.value as RakeSortKey)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1107,button,"onClick={() => openClub(r.club_id, r.name)}",type=button; title={`Open ${r.name}`},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1138,button,onClick={leaveDrill},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1141,button,,type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1167,button,"onClick={() => openAgent(r.agent_user_id as string, r.name)}",type=button; title={`Open ${r.name}'s Downline`},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1239,button,onClick={leaveDrill},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1247,button,"onClick={() => setCrumbs((cur) => cur.slice(0, i + 1))}",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1273,button,"onClick={() => drillInto(r.player_id, r.name)}",type=button; title={`Open ${r.name}'s Downline`},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RakeSnapshotPanel.tsx,1314,button,onClick={() => void loadMore()},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",5;7;10;11
src/components/club/RosterConnectionStatus.tsx,67,button,onClick={onRetry},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",7;9;10;11
src/components/club/SecurityAuditLog.tsx,64,div,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;6;10;11
src/components/club/SecurityAuditLog.tsx,65,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;6;10;11
src/components/club/SecurityAuditLog.tsx,72,button,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;6;10;11
src/components/club/SecurityAuditLog.tsx,82,button,onClick={() => setFilterSeverity(sev as LogSeverity | 'all')},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",2;6;10;11
src/components/club/SpinActivationPanel.tsx,256,button,onClick={deactivate},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/SpinActivationPanel.tsx,278,select,onChange={(e) => setMaxStake(Number(e.target.value))},id=spin-max-stake,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/SpinActivationPanel.tsx,293,select,onChange={(e) => setWallet(e.target.value)},id=spin-seed-source,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/SpinActivationPanel.tsx,322,button,onClick={activate},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",3;10;11
src/components/club/TableOperationsPanel.tsx,572,button,onClick={loadTables},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,595,div,onClick={() => toggleExpand(table.id)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,634,button,"onClick={() => handlePauseResume(table.id, table.status)}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,642,button,"onClick={() => handlePauseResume(table.id, table.status)}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,650,button,"onClick={() => setConfirmAction({ type: 'close', tableId: table.id })}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,664,button,onClick={() => void loadSeatedPlayers(table.id)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,692,img,"onError={(e) => {
                                  (e.target as HTMLImageElement).src = generateDefaultAvatar();
                                }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,713,button,"onClick={() =>
                            setConfirmAction({
                              type: 'kick',
                              tableId: table.id,
                              userId: player.user_id,
                              playerName: name,
                            })
                          }",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,739,div,onClick={() => setConfirmAction(null)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,740,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,749,button,onClick={() => setConfirmAction(null)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,752,button,onClick={handleKickPlayer},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,765,button,onClick={() => setConfirmAction(null)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TableOperationsPanel.tsx,768,button,onClick={handleCloseTable},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,211,input,"onChange={(e) => update('enabled', e.target.checked)}",type=checkbox; aria-label=Ticker Enabled,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,225,button,onClick={() => void load()},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,236,button,onClick={() => void loadLatest()},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,267,input,"onChange={(e) =>
                  update('sources', { ...settings.sources, [source.key]: e.target.checked })
                }",type=checkbox; aria-label={source.label},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,285,input,"onChange={(e) => update('speedSeconds', Number(e.target.value))}",type=range; aria-label=Scroll Speed,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,297,input,"onChange={(e) => update('backgroundColor', e.target.value)}",type=color,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,305,input,"onChange={(e) => update('textColor', e.target.value)}",type=color,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,313,input,"onChange={(e) => update('accentColor', e.target.value)}",type=color,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,321,select,"onChange={(e) =>
                update('fontFamily', e.target.value as ManagedTickerSettings['fontFamily'])
              }",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,337,input,onChange={(e) => setMessageDraft(e.target.value)},id=ticker-custom-message; aria-label=New Custom Ticker Message,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,346,button,"onClick={() => {
                const message = messageDraft.replace(/\s+/g, ' ').trim();
                if (!message) return;
                update('customMessages', [...settings.customMessages, message].slice(-10));
                setMessageDraft('');
              }}",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,368,button,"onClick={() =>
                      update(
                        'customMessages',
                        settings.customMessages.filter((_, itemIndex) => itemIndex !== index)
                      )
                    }",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,386,input,onChange={(e) => setServiceDraft(e.target.value)},id=ticker-service-message; aria-label=New Maintenance And Service Notice,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,395,button,"onClick={() => {
                const message = serviceDraft.replace(/\s+/g, ' ').trim();
                if (!message) return;
                update('serviceMessages', [...settings.serviceMessages, message].slice(-5));
                setServiceDraft('');
              }}",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,417,button,"onClick={() =>
                      update(
                        'serviceMessages',
                        settings.serviceMessages.filter((_, itemIndex) => itemIndex !== index)
                      )
                    }",type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/club/TickerManagementPanel.tsx,444,button,onClick={() => void save()},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/clubs/ClubDiscovery.tsx,157,input,onChange={(e) => setSearch(e.target.value)},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/clubs/ClubDiscovery.tsx,169,button,onClick={() => setFilter(f)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/clubs/ClubDiscovery.tsx,191,div,onClick={() => onViewClub?.(club)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/clubs/ClubDiscovery.tsx,255,div,onClick={() => onViewClub?.(club)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/clubs/ClubDiscovery.tsx,315,button,"onClick={(e) => {
                    e.stopPropagation();
                    onJoinRequest?.(club.id);
                  }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",10;11
src/components/colors/ColorPicker.tsx,32,button,onClick={() => onChange(color)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/colors/ColorPicker.tsx,41,input,onChange={(e) => onChange(e.target.value)},type=color,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/colors/ColorPicker.tsx,42,input,onChange={(e) => onChange(e.target.value)},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/comments/Comment.tsx,29,img,"onError={(e) => {
              (e.target as HTMLImageElement).src = generateDefaultAvatar();
            }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/comments/Comment.tsx,50,button,onClick={onLike},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/comments/Comment.tsx,55,button,onClick={onReply},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/comments/CommentInput.tsx,28,img,"onError={(e) => {
              (e.target as HTMLImageElement).src = generateDefaultAvatar();
            }}",,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/comments/CommentInput.tsx,40,input,onChange={(e) => setText(e.target.value)}; onKeyDown={(e) => e.key === 'Enter' && handleSubmit()},type=text,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/comments/CommentInput.tsx,47,button,onClick={handleSubmit},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ActivityHeatmap.tsx,127,div,onMouseLeave={() => setTooltip(null)},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ActivityHeatmap.tsx,159,div,"onMouseEnter={(e) => showCell(e.currentTarget, cell)}; onFocus={(e) => showCell(e.currentTarget, cell)}; onClick={(e) => showCell(e.currentTarget, cell)}; onKeyDown={(e) => {
                    if (e.key === 'Enter' || e.key === ' ') {
                      e.preventDefault();
                      showCell(e.currentTarget, cell);
                    } else if (e.key === 'Escape') {
                      setTooltip(null);
                    }
                  }}","aria-label={
                    cell
                      ? `${cell.count} Action${cell.count !== 1 ? 's' : ''} On ${cell.date}`
                      : undefined
                  }",runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/BottomSheet.tsx,79,div,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/BottomSheet.tsx,118,div,onPointerDown={handlePointerDown}; onPointerMove={handlePointerMove}; onPointerUp={handlePointerUp},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/BottomSheet.tsx,161,button,onClick={onClose},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Button.tsx,152,Button,onClick={onClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Card.tsx,153,Card,onClick={onClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ConfirmModal.tsx,119,div,onClick={loading ? undefined : onCancel},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ConfirmModal.tsx,120,div,onClick={(e) => e.stopPropagation()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ConfirmModal.tsx,150,button,onClick={onCancel},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ConfirmModal.tsx,158,button,onClick={onConfirm},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Dropdown.tsx,115,motion.div,onClick={handleMenuClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Dropdown.tsx,133,span,onClick={toggleDropdown},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Dropdown.tsx,160,button,onClick={onClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Dropdown.tsx,207,DropdownItem,onClick={action.onClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/EmptyState.tsx,58,button,onClick={action.onClick},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",9;11
src/components/common/EmptyState.tsx,63,button,onClick={secondaryAction.onClick},type=button,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",9;11
src/components/common/ErrorBoundary.tsx,187,button,onClick={this.handleReportClick},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/ErrorBoundary.tsx,205,button,onClick={() => window.location.reload()},,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/HelpPopover.tsx,98,button,"onMouseEnter={show}; onMouseLeave={() => {
          if (!pinnedRef.current) setOpen(false);
        }}; onFocus={show}; onBlur={() => {
          if (!pinnedRef.current) setOpen(false);
        }}; onClick={(event) => {
          event.preventDefault();
          event.stopPropagation();
          pinnedRef.current = !pinnedRef.current;
          if (pinnedRef.current) show();
          else setOpen(false);
        }}",type=button; aria-label={`Help: ${label}`},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Input.tsx,61,input,"onFocus={(e) => {
              setFocused(true);
              props.onFocus?.(e);
            }}; onBlur={(e) => {
              setFocused(false);
              props.onBlur?.(e);
            }}",id={id},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Input.tsx,136,textarea,"onFocus={(e) => {
            setFocused(true);
            props.onFocus?.(e);
          }}; onBlur={(e) => {
            setFocused(false);
            props.onBlur?.(e);
          }}",id={id},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Input.tsx,214,select,,id={id},runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Input.tsx,267,input,onChange={(e) => onChange(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
src/components/common/Input.tsx,302,input,onChange={(e) => onChange(e.target.checked)},type=checkbox,runtime-or-tooling-source,"Requires Interaction, Error, Authorization And Accessibility Verification",11
